Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
responseTokenObject = sendRequest(getTokenTestObject),,,2019-01-22 15:05:55,2019-01-22 15:05:56,0.799s,PASSED
tokenObject = JsonSlurper().parseText(responseTokenObject.getResponseText()),,,2019-01-22 15:05:56,2019-01-22 15:05:56,0.005s,PASSED
token = bearer_token,,,2019-01-22 15:05:56,2019-01-22 15:05:56,0.004s,PASSED
"getUserInfoTestObject = findTestObject(""Helpers/Checklist/Put_Checklist_MarkDone"")",,,2019-01-22 15:05:56,2019-01-22 15:05:56,0.046s,PASSED
"getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + token)))",,,2019-01-22 15:05:56,2019-01-22 15:05:56,0.005s,PASSED
sendRequestAndVerify(getUserInfoTestObject),,,2019-01-22 15:05:56,2019-01-22 15:05:57,0.614s,PASSED
,,,,,,
Test Cases/Checklist/TC4_Checklist_MarkToDo,,,2019-01-22 15:05:59,2019-01-22 15:06:03,3.908s,PASSED
"getTokenTestObject = findTestObject(""Helpers/Login/Helper_MO_Login"")",,,2019-01-22 15:05:59,2019-01-22 15:05:59,0.058s,PASSED
responseTokenObject = sendRequest(getTokenTestObject),,,2019-01-22 15:05:59,2019-01-22 15:06:00,0.987s,PASSED
tokenObject = JsonSlurper().parseText(responseTokenObject.getResponseText()),,,2019-01-22 15:06:00,2019-01-22 15:06:00,0.004s,PASSED
token = bearer_token,,,2019-01-22 15:06:00,2019-01-22 15:06:00,0.003s,PASSED
"getUserInfoTestObject = findTestObject(""Helpers/Checklist/Put_Checklist_MarkToDo"")",,,2019-01-22 15:06:00,2019-01-22 15:06:00,0.034s,PASSED
"getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + token)))",,,2019-01-22 15:06:00,2019-01-22 15:06:00,0.005s,PASSED
sendRequestAndVerify(getUserInfoTestObject),,,2019-01-22 15:06:00,2019-01-22 15:06:01,0.597s,PASSED
,,,,,,
Test Cases/Checklist/TC5_Checklist_DeleteNotes,,,2019-01-22 15:06:03,2019-01-22 15:06:06,3.899s,PASSED
"getTokenTestObject = findTestObject(""Helpers/Login/Helper_MO_Login"")",,,2019-01-22 15:06:03,2019-01-22 15:06:03,0.061s,PASSED
responseTokenObject = sendRequest(getTokenTestObject),,,2019-01-22 15:06:03,2019-01-22 15:06:04,0.943s,PASSED
tokenObject = JsonSlurper().parseText(responseTokenObject.getResponseText()),,,2019-01-22 15:06:04,2019-01-22 15:06:04,0.004s,PASSED
token = bearer_token,,,2019-01-22 15:06:04,2019-01-22 15:06:04,0.003s,PASSED
"getUserInfoTestObject = findTestObject(""Helpers/Checklist/Put_Checklist_DeleteNotes"")",,,2019-01-22 15:06:04,2019-01-22 15:06:04,0.040s,PASSED
"getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + token)))",,,2019-01-22 15:06:04,2019-01-22 15:06:04,0.002s,PASSED
sendRequestAndVerify(getUserInfoTestObject),,,2019-01-22 15:06:04,2019-01-22 15:06:04,0.584s,PASSED
,,,,,,
Test Cases/Checklist/TC6_Checklist_AddNotes,,,2019-01-22 15:06:06,2019-01-22 15:06:11,4.362s,PASSED
"getTokenTestObject = findTestObject(""Helpers/Login/Helper_MO_Login"")",,,2019-01-22 15:06:07,2019-01-22 15:06:07,0.049s,PASSED
responseTokenObject = sendRequest(getTokenTestObject),,,2019-01-22 15:06:07,2019-01-22 15:06:08,1.475s,PASSED
tokenObject = JsonSlurper().parseText(responseTokenObject.getResponseText()),,,2019-01-22 15:06:08,2019-01-22 15:06:08,0.003s,PASSED
token = bearer_token,,,2019-01-22 15:06:08,2019-01-22 15:06:08,0.002s,PASSED
"getUserInfoTestObject = findTestObject(""Helpers/Checklist/Put_Checklist_DeleteNotes"")",,,2019-01-22 15:06:08,2019-01-22 15:06:08,0.028s,PASSED
"getHttpHeaderProperties().add(new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + token)))",,,2019-01-22 15:06:08,2019-01-22 15:06:08,0.003s,PASSED
sendRequestAndVerify(getUserInfoTestObject),,,2019-01-22 15:06:08,2019-01-22 15:06:09,0.568s,PASSED
